task,controller,time_to_upright_s,held_upright,final_angle_deg,peak_force_N,rms_force_N,lat_median_ms,lat_p95_ms,lat_cold_ms,rms_pos_err_mm,max_pos_err_mm,ctrl_energy,lat_median_ms,lat_p95_ms,lat_cold_ms
swingup,Sampling MPC (CEM),1.6,True,1.5943162801829582,17.202956758536402,6.8868389976995505,97.95259998645633,116.0250500193797,78.83620006032288,,,,,,
swingup,iLQR / RTI-NMPC,1.12,True,0.3878354752104139,20.0,7.386459488244141,28.790100011974573,35.3420099709183,790.6841000076383,,,,,,
figure8,Sampling MPC (CEM),,,,,,,,,202.2269133374154,439.0924088215636,0.029824366363538024,26.57999994698912,33.84221000596881,28.82419992238283
figure8,iLQR / RTI-NMPC,,,,,,,,,1.3359352647668516,2.4044312255174547,0.004082471287712271,14.586600009351969,20.006039936561137,27.20979996956885
