controller,rise_time,settling_time,peak_overshoot_pct,peak_time,steady_state_error,rmse,iae,itae,ise,control_energy,peak_control,slew_rate,saturation_pct
k_E = 6,0.0,10.0,0.0,7.248,6.278069696121631,4.662515048225706,42.11778086088979,246.54444451342283,217.38463831553295,52.239255287940495,12.229024538255535,106950.11917336949,0.0
k_E = 10,0.0,5.59,0.0,1.556,4.900500035194457e-05,1.8974633577227,9.276819994824704,12.752556636079607,36.00100306898943,87.18255665782382,20.0,185965.23012099488,0.08000000000000007
k_E = 14,0.0,10.0,0.0,6.128,6.283175855853804,5.929468963819344,58.16565793879339,310.94550031503434,351.6069911964405,107.04094698246105,19.27425676963429,140806.15790623825,0.0
