part,controller,rms_err_mm,max_err_mm,final_err_mm,peak_delta_deg,ctrl_energy,status
A_nominal,Stanley,371.4118104752763,845.6086261547107,114.64644389979544,1.7673477902120658,0.011381283998204374,OK
A_nominal,LQR,96.06056558277471,187.13839800934994,0.05542106050147971,2.9726544030742272,0.029031892674600032,OK
A_nominal,Kinematic MPC,52.52905419554075,117.75740826819181,0.22606777869768052,3.2152797226675465,0.027853459781340347,OK
A_nominal,RL (PPO),84.30673649652819,166.88167430475553,2.707147985375583,2.9142050584089483,0.014886943883327553,OK
B_aggressive,Stanley,733.6872686902145,1972.6710349487532,32.654711050873324,12.371042399673073,0.5062184063882015,OK
B_aggressive,LQR,767.7760062526086,1712.1460031177614,314.5888618700257,29.999999999999996,7.896933621523194,OK
B_aggressive,Kinematic MPC,1326.0961273044072,2633.14201287006,1381.678045517441,29.999999999999996,16.007772711572358,OK
B_aggressive,RL (PPO),5223.408179328213,11383.100606655998,11383.089871053884,29.999999999999996,2.6823062525159393,OK
