controller,rms_err_mm,max_err_mm,final_err_mm,peak_delta_deg,ctrl_energy,status
Stanley,733.6872686902145,1972.6710349487532,32.654711050873324,12.371042399673073,0.5062184063882015,OK
LQR,767.7760062526086,1712.1460031177614,314.5888618700257,29.999999999999996,7.896933621523194,OK
Kinematic MPC,1326.0961273044072,2633.14201287006,1381.678045517441,29.999999999999996,16.007772711572358,OK
Plain BC,6022.017144811497,12427.59528333016,12205.551834887356,29.999999999999996,2.1018445438309667,OK
DAgger,768.7840511640851,1708.2785225835648,315.8668773481685,29.999999999999996,7.860393912674425,OK
